fid,aspect,elv,flowAcc,lithology,planCurv,profCurv,riverProx,roadProx,slope,soil,SPI,TPI,TRI,TWI,xcoord,ycoord
5087,87.6628723144531,2288.11547851562,5.80632400512695,316,-0.00066373241134,-0.00066373241134,1783.92822265625,100.019996643066,26.3842067718506,8,-0.900105476379395,-4.09084033966065,10.0180425643921,8.65942287445068,3502110.0167,434526.689199999
5088,134.906829833984,1865.05615234375,1.16282320022583,278,0.008186601102352,0.008186601102352,2630.43725585938,126.301223754883,20.8885688781738,8,-0.956084251403809,19.5243282318115,8.60758209228516,7.16108846664429,3495336.7077,434598.8767
5089,210.025665283203,1473.82885742188,8.99893569946289,316,-0.007931862026453,-0.007931862026453,7591.0078125,1,26.0762500762939,2,-1.28916871547699,-4.54146432876587,9.48047256469727,9.11889934539795,3508249.8005,434669.731599998
5090,146.158432006836,1484.46252441406,13.5409030914307,316,0.001568949548528,0.001568949548528,6883.67626953125,8.9442720413208,26.4242935180664,2,-23.6316986083984,0.281507343053818,9.56538867950439,10.0078535079956,3507526.0171,434672.955400001
5091,196.453475952148,1494.37451171875,4.28722381591797,316,0.002626122208312,0.002626122208312,7625.9033203125,0,22.601978302002,2,-0.083896659314632,2.91386127471924,8.08879280090332,8.47044086456299,3508270.1915,434697.1958
5092,153.374008178711,2049.61962890625,31.2350730895996,237,-0.010537924245,-0.010537924245,3415.3916015625,155.322250366211,22.1167488098145,8,-2548.19873046875,-22.4147052764893,9.15418529510498,10.6340608596802,3493013.1878,434771.615700003
5093,129.329223632812,1560.19079589844,4.37247276306152,53,0.004846556577832,0.004846556577832,12061.3427734375,12.6491107940674,46.757396697998,8,-3.4136950969696,1.4330757856369,20.520092010498,8.53781986236572,3522892.6086,434984.6054
5094,206.482528686523,518.090026855469,14.9840049743652,278,-0.001865108846687,-0.001865108846687,5889.2529296875,57.4282150268555,14.1346635818481,12,-19.7953777313232,-3.39032220840454,4.90792369842529,9.56198215484619,3475652.9286,435079.662900004
5095,108.732330322266,2139.62451171875,3.77685379981995,278,0.060919482260942,0.060919482260942,3541.14404296875,120.440856933594,38.4106636047363,8,-2.1248095035553,233.579986572266,15.2386894226074,8.33054828643799,3494256.9621,435169.446600001
5096,38.9679298400879,1184.47241210938,3.45922589302063,278,0.011422647163272,0.011422647163272,3540,117.618026733398,88.5781555175781,8,2.47667050361633,132.108428955078,828.543518066406,1.8178573846817,3494457.5497,435180.149099999
5097,61.778205871582,1785.17993164062,4.84075021743774,316,-0.002516286680475,-0.002516286680475,6339.02197265625,13.152946472168,51.1821365356445,2,118.659729003906,-5.7452130317688,24.0269756317139,-1.52203249931335,3506813.2413,435183.089899997
5098,248.114852905273,1428.60778808594,3.87628936767578,53,-0.004840888548642,-0.004840888548642,3894.2265625,1,32.3927917480469,9,3.66753506660461,7.30813837051392,12.9688959121704,2.2215530872345,3571534.3676,435225.268900001
5099,133.792617797852,1371.65930175781,49.1474494934082,53,-0.010075110010803,-0.010075110010803,11787.8623046875,19.8494338989258,21.0966739654541,5,-45.2948226928711,-11.5025539398193,7.62194347381592,10.8437013626099,3523507.6607,435296.699900003
5100,104.454238891602,2340.79077148438,2.97024369239807,316,-0.000494898762554,-0.000494898762554,1982.04443359375,103.310211181641,46.4748153686523,8,3.56631302833557,-0.534338057041168,20.315767288208,1.43563711643219,3500853.4367,435297.211399999
5101,120.240859985352,2161.76098632812,1.8644026517868,237,0.001811078400351,0.001811078400351,3303.40747070312,153.808319091797,23.4471416473389,8,-0.985231637954712,8.51925373077393,9.22674465179443,7.64860820770264,3492585.9782,435304.068900001
5102,269.738403320312,1927.93310546875,1.02629637718201,278,0.00471859658137,0.00471859658137,3592.61743164062,104,45.5888442993164,8,5.66793155670166,196.866027832031,26.4688625335693,-1.26215255260468,3494849.9181,435451.574100001
